taxon	method	feature	func	category	score	preserved_ann	new_ann	map_type	UniRef90	description	taxa_rank	taxa_lineage
Bacteroides_thetaiotaomicron	finalized	Cluster_642563	GO:0000272:[BP] polysaccharide catabolic process	BP	0.87	0	1	SU	UniRef90_A0A174LID0	SusD family	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_6443	GO:0000272:[BP] polysaccharide catabolic process	BP	0.86	0	1	SU	UniRef90_A0A139KES6	Glycosyl hydrolase, family 43	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_65159	GO:0000272:[BP] polysaccharide catabolic process	BP	0.8	0	1	SU	UniRef90_A0A139JWB6	Uncharacterized protein	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_65205	GO:0000272:[BP] polysaccharide catabolic process	BP	0.77	0	1	SU	UniRef90_A0A139KMP1	HAD hydrolase, family IA, variant 1	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_653575	GO:0000272:[BP] polysaccharide catabolic process	BP	0.87	0	1	SU	UniRef90_A0A0P0FRU0	RagB/SusD family nutrient uptake outer membrane protein	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_654025	GO:0000272:[BP] polysaccharide catabolic process	BP	0.77	0	1	SU	UniRef90_A0A174HXN5	Surface protein	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_65473	GO:0000272:[BP] polysaccharide catabolic process	BP	0.77	0	1	SU	UniRef90_A0A174K128	Two-component system sensor histidine kinase/response regulator	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_65570	GO:0000272:[BP] polysaccharide catabolic process	BP	0.77	0	1	SU	UniRef90_A0A0P0EX40	(2E,6E)-farnesyl diphosphate synthase	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_65899	GO:0000272:[BP] polysaccharide catabolic process	BP	0.77	0	1	SU	UniRef90_A0A2J6ABL5	Serine protease	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_65950	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SU	UniRef90_A0A0P0F7B4	Outer membrane receptor proteins, mostly Fe transport	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_65962	GO:0000272:[BP] polysaccharide catabolic process	BP	0.77	0	1	SU	UniRef90_A0A0P0FKG5	Lipid A 3-O-deacylase (PagL)	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_660066	GO:0000272:[BP] polysaccharide catabolic process	BP	0.77	0	1	SU	UniRef90_A0A174VJ31	Two-component system sensor histidine kinase	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_66167	GO:0000272:[BP] polysaccharide catabolic process	BP	0.76	0	1	SU	UniRef90_A0A0P0ELB1	Sodium-dependent multivitamin transporter	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_661931	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	NH	NA	UniRef90_unknown	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_66356	GO:0000272:[BP] polysaccharide catabolic process	BP	0.76	0	1	SU	UniRef90_A0A396DVV7	AraC family transcriptional regulator	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_666781	GO:0000272:[BP] polysaccharide catabolic process	BP	0.84	0	1	SU	UniRef90_A0A0P0FBS0	SusC/RagA family TonB-linked outer membrane protein	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_666782	GO:0000272:[BP] polysaccharide catabolic process	BP	0.87	0	1	SU	UniRef90_A0A139JVS7	RagB/SusD family nutrient uptake outer membrane protein	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_66864	GO:0000272:[BP] polysaccharide catabolic process	BP	0.77	0	1	SU	UniRef90_A0A0N7IB23	Uncharacterized protein	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_669108	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SU	UniRef90_Q8A1M6	SusC homolog	Terminal	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron|t__Bacteroides_thetaiotaomicron_(strain_ATCC_29148_/_DSM_2079_/_NCTC_10582_/_E50_/_VPI-5482)
Bacteroides_thetaiotaomicron	finalized	Cluster_66935	GO:0000272:[BP] polysaccharide catabolic process	BP	0.77	0	1	SU	UniRef90_A0A139KF68	Uncharacterized protein	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_670580	GO:0000272:[BP] polysaccharide catabolic process	BP	0.77	0	1	SU	UniRef90_A0A174M089	Cytokinin riboside 5'-monophosphate phosphoribohydrolase	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_670581	GO:0000272:[BP] polysaccharide catabolic process	BP	0.87	0	1	SU	UniRef90_A0A0P0FGH6	SusD family protein	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_672001	GO:0000272:[BP] polysaccharide catabolic process	BP	0.77	0	1	SU	UniRef90_A0A174LC19	Para-aminobenzoate synthase component I	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_67711	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SU	UniRef90_A0A174L881	Outer membrane receptor proteins, mostly Fe transport	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_677385	GO:0000272:[BP] polysaccharide catabolic process	BP	0.77	0	1	SU	UniRef90_A0A0P0ENK3	Ribosomal RNA small subunit methyltransferase F	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_679671	GO:0000272:[BP] polysaccharide catabolic process	BP	0.87	0	1	SU	UniRef90_A0A174U4L6	Lysophospholipase L1 and related esterases	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_68153	GO:0000272:[BP] polysaccharide catabolic process	BP	0.93	0	1	SU	UniRef90_A0A0P0F5D8	Beta-galactosidase	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_681868	GO:0000272:[BP] polysaccharide catabolic process	BP	0.88	0	1	SU	UniRef90_A0A3E5HD15	Uncharacterized protein	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_681870	GO:0000272:[BP] polysaccharide catabolic process	BP	0.86	0	1	SU	UniRef90_A0A3E5HDE1	SusC/RagA family TonB-linked outer membrane protein	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_69222	GO:0000272:[BP] polysaccharide catabolic process	BP	1.0	0	1	SU	UniRef90_C6IIK9	Beta-galactosidase	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_6994	GO:0000272:[BP] polysaccharide catabolic process	BP	0.95	0	1	SU	UniRef90_A0A139KL50	Glycosyl hydrolase family 2, sugar binding domain protein	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_70312	GO:0000272:[BP] polysaccharide catabolic process	BP	0.85	0	1	SC	UniRef90_Q89ZV4	SusC homolog	Terminal	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron|t__Bacteroides_thetaiotaomicron_(strain_ATCC_29148_/_DSM_2079_/_NCTC_10582_/_E50_/_VPI-5482)
Bacteroides_thetaiotaomicron	finalized	Cluster_7053	GO:0000272:[BP] polysaccharide catabolic process	BP	0.66	1	0	SC	UniRef90_G8JZS4	Glucan 1,4-alpha-glucosidase SusB	Terminal	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron|t__Bacteroides_thetaiotaomicron_(strain_ATCC_29148_/_DSM_2079_/_NCTC_10582_/_E50_/_VPI-5482)
Bacteroides_thetaiotaomicron	finalized	Cluster_70860	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SU	UniRef90_A0A0P0F0L4	Outer membrane receptor for ferrienterochelin and colicins	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_71005	GO:0000272:[BP] polysaccharide catabolic process	BP	0.85	0	1	SU	UniRef90_A0A1H7QFX1	TonB-linked outer membrane protein, SusC/RagA family	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_711075	GO:0000272:[BP] polysaccharide catabolic process	BP	0.84	0	1	SU	UniRef90_R9HH73	SusC/RagA family TonB-linked outer membrane protein	Terminal	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron|t__Bacteroides_thetaiotaomicron_dnLKV9
Bacteroides_thetaiotaomicron	finalized	Cluster_713399	GO:0000272:[BP] polysaccharide catabolic process	BP	0.84	0	1	SU	UniRef90_C6INN8	SusC/RagA family TonB-linked outer membrane protein	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_714509	GO:0000272:[BP] polysaccharide catabolic process	BP	1.0	0	1	SU	UniRef90_A0A0P0FEQ3	Acetylxylan esterase	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_71841	GO:0000272:[BP] polysaccharide catabolic process	BP	0.92	0	1	SU	UniRef90_A0A0P0F2J3	GDSL-like Lipase/Acylhydrolase	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_72029	GO:0000272:[BP] polysaccharide catabolic process	BP	0.83	0	1	SU	UniRef90_A0A174JR96	TonB-dependent receptor	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_72039	GO:0000272:[BP] polysaccharide catabolic process	BP	0.9	0	1	SU	UniRef90_A0A139KMQ6	TonB-dependent receptor plug domain protein	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_728266	GO:0000272:[BP] polysaccharide catabolic process	BP	0.87	0	1	SU	UniRef90_Q8A341	Beta-galactosidase	Terminal	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron|t__Bacteroides_thetaiotaomicron_(strain_ATCC_29148_/_DSM_2079_/_NCTC_10582_/_E50_/_VPI-5482)
Bacteroides_thetaiotaomicron	finalized	Cluster_73328	GO:0000272:[BP] polysaccharide catabolic process	BP	0.84	0	1	SC	UniRef90_Q8A3D0	SusC homolog	Terminal	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron|t__Bacteroides_thetaiotaomicron_(strain_ATCC_29148_/_DSM_2079_/_NCTC_10582_/_E50_/_VPI-5482)
Bacteroides_thetaiotaomicron	finalized	Cluster_738596	GO:0000272:[BP] polysaccharide catabolic process	BP	0.99	1	0	SC	UniRef90_A0A174VG29	Beta-mannosidase	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_750377	GO:0000272:[BP] polysaccharide catabolic process	BP	0.83	0	1	SU	UniRef90_A0A174WAP0	Outer membrane receptor proteins, mostly Fe transport	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_756618	GO:0000272:[BP] polysaccharide catabolic process	BP	0.86	0	1	SC	UniRef90_Q8A8P8	SusC homolog	Terminal	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron|t__Bacteroides_thetaiotaomicron_(strain_ATCC_29148_/_DSM_2079_/_NCTC_10582_/_E50_/_VPI-5482)
Bacteroides_thetaiotaomicron	finalized	Cluster_782577	GO:0000272:[BP] polysaccharide catabolic process	BP	0.82	0	1	SU	UniRef90_A0A173U987	Antirepressor regulating drug resistance, predicted signal transduction N-terminal membrane component	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_792857	GO:0000272:[BP] polysaccharide catabolic process	BP	0.89	0	1	SU	UniRef90_A0A174J8C6	Beta-galactosidase	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_812133	GO:0000272:[BP] polysaccharide catabolic process	BP	0.95	1	0	SC	UniRef90_A0A0P0FLZ3	Alpha-xylosidase	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_81350	GO:0000272:[BP] polysaccharide catabolic process	BP	0.93	0	1	SU	UniRef90_C6IEX4	Exo-beta-D-glucosaminidase	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_81358	GO:0000272:[BP] polysaccharide catabolic process	BP	0.85	0	1	SU	UniRef90_C6IMV6	SusC/RagA family TonB-linked outer membrane protein	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_832190	GO:0000272:[BP] polysaccharide catabolic process	BP	0.83	0	1	SU	UniRef90_C6IQS4	Periplasmic beta-glucosidase, xylosidase/arabinosidase	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_8479	GO:0000272:[BP] polysaccharide catabolic process	BP	0.78	0	1	SU	UniRef90_A0A139K373	Outer membrane receptor proteins, mostly Fe transport	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_85700	GO:0000272:[BP] polysaccharide catabolic process	BP	0.96	0	1	SU	UniRef90_A0A0N7IB32	Prolyl tripeptidyl peptidase	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_86048	GO:0000272:[BP] polysaccharide catabolic process	BP	0.95	0	1	SU	UniRef90_A0A139JTA5	F5/8 type C domain protein	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_86386	GO:0000272:[BP] polysaccharide catabolic process	BP	0.9	0	1	SU	UniRef90_A0A139KU18	TonB-dependent receptor plug domain protein	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_865954	GO:0000272:[BP] polysaccharide catabolic process	BP	0.83	0	1	SU	UniRef90_A0A174NDT5	Outer membrane receptor for ferrienterochelin and colicins	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_870468	GO:0000272:[BP] polysaccharide catabolic process	BP	0.95	0	1	SU	UniRef90_A0A0P0F4Y6	Beta-glucanase	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_872859	GO:0000272:[BP] polysaccharide catabolic process	BP	0.89	0	1	SU	UniRef90_Q8A8X5	SusC homolog	Terminal	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron|t__Bacteroides_thetaiotaomicron_(strain_ATCC_29148_/_DSM_2079_/_NCTC_10582_/_E50_/_VPI-5482)
Bacteroides_thetaiotaomicron	finalized	Cluster_876400	GO:0000272:[BP] polysaccharide catabolic process	BP	0.92	0	1	SU	UniRef90_A0A0P0FFQ9	Extracellular exo-alpha-(1->5)-L-arabinofuranosidase ArbA	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_878961	GO:0000272:[BP] polysaccharide catabolic process	BP	0.98	1	0	SC	UniRef90_A0A174KRZ2	Endo-1,4-beta-xylanase D	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_884204	GO:0000272:[BP] polysaccharide catabolic process	BP	0.9	0	1	SU	UniRef90_A0A0P0FQS1	TonB dependent receptor	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_88502	GO:0000272:[BP] polysaccharide catabolic process	BP	0.84	0	1	SU	UniRef90_A0A0P0F265	TonB-dependent Receptor Plug Domain protein	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_89331	GO:0000272:[BP] polysaccharide catabolic process	BP	1.0	0	1	SU	UniRef90_A0A396EH10	DUF4982 domain-containing protein	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_89670	GO:0000272:[BP] polysaccharide catabolic process	BP	0.83	0	1	SU	UniRef90_A0A174LMS7	TonB-dependent Receptor Plug Domain./TonB dependent receptor	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_91409	GO:0000272:[BP] polysaccharide catabolic process	BP	0.75	0	1	SU	UniRef90_A0A174W3V8	Beta-galactosidase	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_916907	GO:0000272:[BP] polysaccharide catabolic process	BP	0.83	0	1	SU	UniRef90_R9HAE2	SusC/RagA family TonB-linked outer membrane protein	Terminal	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron|t__Bacteroides_thetaiotaomicron_dnLKV9
Bacteroides_thetaiotaomicron	finalized	Cluster_919632	GO:0000272:[BP] polysaccharide catabolic process	BP	0.88	0	1	SU	UniRef90_A0A0P0FH92	Acetylxylan esterase	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_922796	GO:0000272:[BP] polysaccharide catabolic process	BP	0.82	0	1	SU	UniRef90_A0A0P0FII3	SusC/RagA family TonB-linked outer membrane protein	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_924485	GO:0000272:[BP] polysaccharide catabolic process	BP	0.8	0	1	SU	UniRef90_A0A173U481	Beta-galactosidase	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_924520	GO:0000272:[BP] polysaccharide catabolic process	BP	0.79	0	1	SU	UniRef90_A0A139KKI3	Outer membrane receptor proteins, mostly Fe transport	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_92499	GO:0000272:[BP] polysaccharide catabolic process	BP	0.93	0	1	SU	UniRef90_A0A139KMT5	Beta-galactosidase	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_926442	GO:0000272:[BP] polysaccharide catabolic process	BP	0.87	0	1	SU	UniRef90_A0A174J7T3	F5/8 type C domain	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
Bacteroides_thetaiotaomicron	finalized	Cluster_93955	GO:0000272:[BP] polysaccharide catabolic process	BP	0.96	0	1	SU	UniRef90_A0A0P0FH39	Vitamin B12 transporter BtuB	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron
